t,DIR,BAT,EX1,EX2
25.279963731765747,"(315.0, 2524.9318051338196)","(602.0, 2524.9318051338196)","(755.0, 2524.9338047504425)","(815.0, 2524.9338047504425)"
25.327489137649536,"(300.0, 2524.9853205680847)","(586.0, 2524.9853205680847)","(735.0, 2524.9853205680847)","(802.0, 2524.9853205680847)"
25.376485347747803,"(284.0, 2525.03431558609)","(566.0, 2525.03431558609)","(734.0, 2525.0353157520294)","(794.0, 2525.0353157520294)"
25.415027618408203,"(320.0, 2525.072846889496)","(598.0, 2525.072846889496)","(767.0, 2525.0748624801636)","(840.0, 2525.0748624801636)"
25.46703052520752,"(328.0, 2525.1248602867126)","(602.0, 2525.1248602867126)","(756.0, 2525.1248602867126)","(824.0, 2525.1248602867126)"
25.514530658721924,"(330.0, 2525.171849012375)","(611.0, 2525.1723544597626)","(772.0, 2525.174360513687)","(743.0, 2525.174360513687)"
25.57254433631897,"(326.0, 2525.2283651828766)","(615.0, 2525.2283651828766)","(787.0, 2525.2313718795776)","(754.0, 2525.2313718795776)"
25.614073514938354,"(274.0, 2525.2703654766083)","(548.0, 2525.2703654766083)","(700.0, 2525.272923707962)","(748.0, 2525.272923707962)"
25.67507576942444,"(313.0, 2525.3329043388367)","(585.0, 2525.3329043388367)","(733.0, 2525.3339037895203)","(796.0, 2525.3339037895203)"
25.712667226791382,"(309.0, 2525.3719294071198)","(601.0, 2525.3719294071198)","(751.0, 2525.3719294071198)","(813.0, 2525.372468471527)"
25.766668558120728,"(341.0, 2525.4244854450226)","(634.0, 2525.4244854450226)","(799.0, 2525.4244854450226)","(807.0, 2525.4244854450226)"
25.802674531936646,"(341.0, 2525.4614939689636)","(630.0, 2525.4614939689636)","(799.0, 2525.4614939689636)","(791.0, 2525.4614939689636)"
25.8432400226593,"(346.0, 2525.501071214676)","(633.0, 2525.501071214676)","(797.0, 2525.5020620822906)","(799.0, 2525.5020620822906)"
25.898267030715942,"(396.0, 2525.5530552864075)","(612.0, 2525.554055452347)","(775.0, 2525.556071281433)","(780.0, 2525.556071281433)"
25.956496238708496,"(378.0, 2525.611321926117)","(666.0, 2525.611321926117)","(747.0, 2525.612368106842)","(813.0, 2525.612368106842)"
26.00054693222046,"(382.0, 2525.658382177353)","(689.0, 2525.658382177353)","(780.0, 2525.658382177353)","(788.0, 2525.658382177353)"
26.073070764541626,"(326.0, 2525.729922056198)","(626.0, 2525.729922056198)","(783.0, 2525.729922056198)","(778.0, 2525.729922056198)"
26.123610496520996,"(310.0, 2525.781443834305)","(595.0, 2525.782429933548)","(716.0, 2525.781443834305)","(763.0, 2525.781443834305)"
26.19010090827942,"(334.0, 2525.848932504654)","(624.0, 2525.848932504654)","(779.0, 2525.848932504654)","(748.0, 2525.848932504654)"
26.242679834365845,"(363.0, 2525.900516271591)","(647.0, 2525.900516271591)","(739.0, 2525.900516271591)","(792.0, 2525.9014978408813)"
26.284666776657104,"(264.0, 2525.943497657776)","(531.0, 2525.943497657776)","(677.0, 2525.943497657776)","(732.0, 2525.943497657776)"
26.32819437980652,"(292.0, 2525.9850268363953)","(573.0, 2525.9850268363953)","(763.0, 2525.9850268363953)","(808.0, 2525.9850268363953)"
26.38620400428772,"(297.0, 2526.044038772583)","(573.0, 2526.044038772583)","(739.0, 2526.044038772583)","(797.0, 2526.0450387001038)"
26.466731548309326,"(289.0, 2526.1245617866516)","(573.0, 2526.1245617866516)","(732.0, 2526.1245617866516)","(792.0, 2526.125561475754)"
26.511290788650513,"(275.0, 2526.1705837249756)","(557.0, 2526.1705837249756)","(721.0, 2526.1705837249756)","(774.0, 2526.1705837249756)"
26.56333017349243,"(312.0, 2526.218133211136)","(594.0, 2526.2191433906555)","(748.0, 2526.22115111351)","(815.0, 2526.22115111351)"
26.600329399108887,"(309.0, 2526.2591779232025)","(593.0, 2526.2591779232025)","(746.0, 2526.260162591934)","(790.0, 2526.260162591934)"
26.64290189743042,"(369.0, 2526.3007175922394)","(648.0, 2526.3017218112946)","(717.0, 2526.3017218112946)","(771.0, 2526.3017218112946)"
26.692888736724854,"(354.0, 2526.3507175445557)","(634.0, 2526.3507175445557)","(791.0, 2526.3507175445557)","(784.0, 2526.3507175445557)"
26.74841594696045,"(331.0, 2526.405245065689)","(611.0, 2526.405245065689)","(771.0, 2526.405245065689)","(748.0, 2526.4062464237213)"
26.791431188583374,"(339.0, 2526.450264453888)","(621.0, 2526.450264453888)","(787.0, 2526.450264453888)","(767.0, 2526.4512436389923)"
26.831971883773804,"(320.0, 2526.4867870807648)","(591.0, 2526.4878079891205)","(759.0, 2526.48978972435)","(820.0, 2526.48978972435)"
26.872952461242676,"(294.0, 2526.531802892685)","(589.0, 2526.531802892685)","(759.0, 2526.531802892685)","(831.0, 2526.531802892685)"
26.90000057220459,"(292.0, 2526.558833360672)","(580.0, 2526.558833360672)","(735.0, 2526.5598154067993)","(808.0, 2526.5598154067993)"
26.925158500671387,"(291.0, 2526.583957672119)","(573.0, 2526.583957672119)","(735.0, 2526.5598154067993)","(808.0, 2526.5598154067993)"
26.959107637405396,"(302.0, 2526.6159381866455)","(600.0, 2526.6159381866455)","(751.0, 2526.616955757141)","(825.0, 2526.616955757141)"
27.00412607192993,"(320.0, 2526.663960456848)","(599.0, 2526.663960456848)","(775.0, 2526.663960456848)","(782.0, 2526.663960456848)"
27.039252281188965,"(332.0, 2526.69708275795)","(613.0, 2526.69708275795)","(776.0, 2526.69708275795)","(750.0, 2526.698084592819)"
27.07525610923767,"(320.0, 2526.7340919971466)","(603.0, 2526.7340919971466)","(761.0, 2526.7340919971466)","(826.0, 2526.7340919971466)"
27.100278615951538,"(284.0, 2526.7591183185577)","(569.0, 2526.760118484497)","(724.0, 2526.760118484497)","(784.0, 2526.760118484497)"
27.128485679626465,"(346.0, 2526.785297393799)","(622.0, 2526.7862775325775)","(789.0, 2526.787278652191)","(767.0, 2526.787278652191)"
27.16646456718445,"(300.0, 2526.8252766132355)","(587.0, 2526.8252766132355)","(754.0, 2526.8252766132355)","(813.0, 2526.8252766132355)"
27.19748878479004,"(303.0, 2526.856294631958)","(601.0, 2526.856294631958)","(761.0, 2526.8572940826416)","(815.0, 2526.8572940826416)"
27.2225444316864,"(289.0, 2526.8813898563385)","(565.0, 2526.8823788166046)","(761.0, 2526.8572940826416)","(815.0, 2526.8572940826416)"
27.262529611587524,"(277.0, 2526.9203627109528)","(564.0, 2526.9203627109528)","(722.0, 2526.9203627109528)","(772.0, 2526.9203627109528)"
27.291544198989868,"(345.0, 2526.950358390808)","(627.0, 2526.950358390808)","(790.0, 2526.9513602256775)","(788.0, 2526.9513602256775)"
27.314740657806396,"(320.0, 2526.974551677704)","(600.0, 2526.974551677704)","(706.0, 2526.974551677704)","(756.0, 2526.974551677704)"
27.344727039337158,"(338.0, 2527.00355553627)","(619.0, 2527.00355553627)","(783.0, 2527.00355553627)","(786.0, 2527.0045573711395)"
27.373737812042236,"(268.0, 2527.033570289612)","(544.0, 2527.033570289612)","(687.0, 2527.033570289612)","(748.0, 2527.033570289612)"
27.398764610290527,"(326.0, 2527.058569908142)","(621.0, 2527.058569908142)","(791.0, 2527.058569908142)","(770.0, 2527.058569908142)"
27.44785737991333,"(363.0, 2527.1066868305206)","(653.0, 2527.1066868305206)","(747.0, 2527.1066868305206)","(820.0, 2527.1066868305206)"
27.483038425445557,"(332.0, 2527.1418690681458)","(615.0, 2527.142895936966)","(789.0, 2527.142895936966)","(784.0, 2527.142895936966)"
27.509056329727173,"(326.0, 2527.1668927669525)","(622.0, 2527.1668927669525)","(712.0, 2527.1668927669525)","(756.0, 2527.1668927669525)"
27.54233455657959,"(322.0, 2527.2021684646606)","(596.0, 2527.2021684646606)","(755.0, 2527.2021684646606)","(817.0, 2527.2021684646606)"
27.573328971862793,"(296.0, 2527.2331619262695)","(566.0, 2527.2331619262695)","(728.0, 2527.2331619262695)","(771.0, 2527.2331619262695)"
27.617452383041382,"(311.0, 2527.2762870788574)","(605.0, 2527.2762870788574)","(721.0, 2527.2762870788574)","(764.0, 2527.2762870788574)"
27.656439065933228,"(279.0, 2527.3142800331116)","(571.0, 2527.3152961730957)","(719.0, 2527.3152961730957)","(777.0, 2527.3152961730957)"
27.700480222702026,"(272.0, 2527.360314846039)","(544.0, 2527.360314846039)","(691.0, 2527.360314846039)","(735.0, 2527.360314846039)"
27.73669934272766,"(360.0, 2527.393533229828)","(646.0, 2527.393533229828)","(743.0, 2527.394533634186)","(831.0, 2527.394533634186)"
27.7726833820343,"(294.0, 2527.4325342178345)","(582.0, 2527.4325342178345)","(738.0, 2527.4325342178345)","(786.0, 2527.4325342178345)"
27.79969096183777,"(266.0, 2527.4595172405243)","(539.0, 2527.4595172405243)","(690.0, 2527.4595172405243)","(730.0, 2527.4595172405243)"
27.82979106903076,"(355.0, 2527.4866273403168)","(638.0, 2527.4866273403168)","(807.0, 2527.4876244068146)","(798.0, 2527.4876244068146)"
27.8827908039093,"(334.0, 2527.5416243076324)","(620.0, 2527.5426239967346)","(777.0, 2527.5426239967346)","(752.0, 2527.5426239967346)"
27.91988468170166,"(338.0, 2527.57771897316)","(621.0, 2527.5787193775177)","(791.0, 2527.5787193775177)","(796.0, 2527.5787193775177)"
27.97088861465454,"(271.0, 2527.628719806671)","(555.0, 2527.628719806671)","(703.0, 2527.628719806671)","(756.0, 2527.6297023296356)"
28.006889581680298,"(334.0, 2527.6657309532166)","(630.0, 2527.6657309532166)","(759.0, 2527.6657309532166)","(822.0, 2527.6657309532166)"
28.058462858200073,"(307.0, 2527.7163083553314)","(591.0, 2527.7163083553314)","(757.0, 2527.7172994613647)","(817.0, 2527.7172994613647)"
28.106475353240967,"(312.0, 2527.7653234004974)","(583.0, 2527.7653234004974)","(730.0, 2527.764325618744)","(778.0, 2527.764325618744)"
28.153055906295776,"(328.0, 2527.809881925583)","(613.0, 2527.809881925583)","(779.0, 2527.809881925583)","(766.0, 2527.809881925583)"
28.203075408935547,"(278.0, 2527.8618931770325)","(566.0, 2527.8618931770325)","(739.0, 2527.8608944416046)","(795.0, 2527.8608944416046)"
28.248345136642456,"(291.0, 2527.9061822891235)","(571.0, 2527.9061822891235)","(729.0, 2527.9061822891235)","(778.0, 2527.9071838855743)"
28.29334568977356,"(277.0, 2527.952166557312)","(559.0, 2527.952166557312)","(721.0, 2527.952166557312)","(770.0, 2527.952166557312)"
28.331695556640625,"(344.0, 2527.987537622452)","(619.0, 2527.987537622452)","(781.0, 2527.9895362854004)","(776.0, 2527.9895362854004)"
28.3826961517334,"(369.0, 2528.041528940201)","(646.0, 2528.041528940201)","(732.0, 2528.041528940201)","(784.0, 2528.041528940201)"
28.420231103897095,"(352.0, 2528.079049348831)","(630.0, 2528.079049348831)","(805.0, 2528.079049348831)","(799.0, 2528.079049348831)"
28.495219707489014,"(276.0, 2528.1520507335663)","(561.0, 2528.1520507335663)","(715.0, 2528.15305018425)","(772.0, 2528.15305018425)"
28.540441751480103,"(354.0, 2528.1942670345306)","(634.0, 2528.1942670345306)","(795.0, 2528.1952579021454)","(783.0, 2528.1952579021454)"
28.619527339935303,"(336.0, 2528.2763624191284)","(608.0, 2528.2763624191284)","(758.0, 2528.2763624191284)","(819.0, 2528.2763624191284)"
28.700557231903076,"(278.0, 2528.357359647751)","(569.0, 2528.357359647751)","(723.0, 2528.3563599586487)","(782.0, 2528.3563599586487)"
28.797072172164917,"(272.0, 2528.4528906345367)","(544.0, 2528.4528906345367)","(729.0, 2528.4528906345367)","(787.0, 2528.4528906345367)"
28.841614484786987,"(337.0, 2528.500456094742)","(616.0, 2528.500456094742)","(771.0, 2528.500456094742)","(756.0, 2528.500456094742)"
28.891613960266113,"(290.0, 2528.550445795059)","(573.0, 2528.550445795059)","(743.0, 2528.550445795059)","(817.0, 2528.550445795059)"
28.923644065856934,"(320.0, 2528.5804765224457)","(595.0, 2528.5804765224457)","(754.0, 2528.583493232727)","(802.0, 2528.583493232727)"
28.959485054016113,"(273.0, 2528.6172811985016)","(549.0, 2528.6172811985016)","(709.0, 2528.6172811985016)","(774.0, 2528.6172811985016)"
28.985461950302124,"(286.0, 2528.645296573639)","(575.0, 2528.645296573639)","(743.0, 2528.645296573639)","(817.0, 2528.645296573639)"
29.009467601776123,"(322.0, 2528.6683008670807)","(597.0, 2528.6692838668823)","(757.0, 2528.6692838668823)","(815.0, 2528.6692838668823)"
29.04101800918579,"(285.0, 2528.699864625931)","(583.0, 2528.699864625931)","(757.0, 2528.699864625931)","(823.0, 2528.699864625931)"
29.076015949249268,"(336.0, 2528.7348494529724)","(614.0, 2528.7348494529724)","(788.0, 2528.7348494529724)","(767.0, 2528.7348494529724)"
29.10106372833252,"(272.0, 2528.7608983516693)","(544.0, 2528.7608983516693)","(794.0, 2528.759869337082)","(772.0, 2528.759869337082)"
29.151599645614624,"(327.0, 2528.8104259967804)","(621.0, 2528.8104259967804)","(788.0, 2528.8104259967804)","(783.0, 2528.8104259967804)"
29.18459439277649,"(328.0, 2528.844427585602)","(606.0, 2528.844427585602)","(780.0, 2528.844427585602)","(758.0, 2528.844427585602)"
29.20859694480896,"(373.0, 2528.8684310913086)","(663.0, 2528.8684310913086)","(758.0, 2528.8684310913086)","(818.0, 2528.8684310913086)"
29.23516345024109,"(305.0, 2528.893979549408)","(587.0, 2528.893979549408)","(743.0, 2528.8949961662292)","(812.0, 2528.8949961662292)"
29.26814579963684,"(340.0, 2528.927978992462)","(627.0, 2528.927978992462)","(790.0, 2528.927978992462)","(788.0, 2528.927978992462)"
29.296162128448486,"(279.0, 2528.954979658127)","(567.0, 2528.954979658127)","(738.0, 2528.954979658127)","(790.0, 2528.954979658127)"
29.320701599121094,"(352.0, 2528.980536699295)","(631.0, 2528.980536699295)","(809.0, 2528.980536699295)","(796.0, 2528.980536699295)"
29.351690769195557,"(330.0, 2529.010541200638)","(607.0, 2529.010541200638)","(778.0, 2529.010541200638)","(747.0, 2529.010541200638)"
29.37970232963562,"(280.0, 2529.039535045624)","(557.0, 2529.039535045624)","(714.0, 2529.039535045624)","(764.0, 2529.0405373573303)"
29.4218008518219,"(328.0, 2529.081635951996)","(603.0, 2529.081635951996)","(763.0, 2529.081635951996)","(828.0, 2529.081635951996)"
29.478801250457764,"(275.0, 2529.13863325119)","(552.0, 2529.13863325119)","(697.0, 2529.13863325119)","(739.0, 2529.13863325119)"
29.51797389984131,"(329.0, 2529.174659729004)","(610.0, 2529.174659729004)","(767.0, 2529.1768057346344)","(844.0, 2529.177789211273)"
29.573975801467896,"(297.0, 2529.2318160533905)","(572.0, 2529.2318160533905)","(731.0, 2529.2338094711304)","(780.0, 2529.2338094711304)"
29.602976322174072,"(344.0, 2529.259791135788)","(627.0, 2529.259791135788)","(793.0, 2529.262806415558)","(785.0, 2529.262806415558)"
29.62650752067566,"(359.0, 2529.285342693329)","(654.0, 2529.286323785782)","(746.0, 2529.286323785782)","(802.0, 2529.286323785782)"
29.661508321762085,"(376.0, 2529.3203251361847)","(659.0, 2529.3203251361847)","(743.0, 2529.3203251361847)","(818.0, 2529.3203251361847)"
29.689491987228394,"(284.0, 2529.348323583603)","(560.0, 2529.348323583603)","(731.0, 2529.348323583603)","(781.0, 2529.348323583603)"
29.72204351425171,"(344.0, 2529.380858898163)","(626.0, 2529.380858898163)","(788.0, 2529.380858898163)","(788.0, 2529.380858898163)"
29.759042739868164,"(338.0, 2529.416887521744)","(624.0, 2529.416887521744)","(783.0, 2529.4178845882416)","(791.0, 2529.4178845882416)"
29.78604555130005,"(277.0, 2529.444859981537)","(556.0, 2529.444859981537)","(719.0, 2529.444859981537)","(774.0, 2529.444859981537)"
29.810048818588257,"(361.0, 2529.4688806533813)","(644.0, 2529.4688806533813)","(729.0, 2529.4698843955994)","(784.0, 2529.4698843955994)"
29.83959722518921,"(304.0, 2529.49844789505)","(574.0, 2529.49844789505)","(735.0, 2529.49844789505)","(798.0, 2529.499446630478)"
29.870614290237427,"(288.0, 2529.5304505825043)","(559.0, 2529.5304505825043)","(727.0, 2529.5304505825043)","(784.0, 2529.5304505825043)"
29.899625062942505,"(329.0, 2529.556428670883)","(606.0, 2529.556428670883)","(778.0, 2529.559445619583)","(767.0, 2529.559445619583)"
29.947153329849243,"(326.0, 2529.606984615326)","(623.0, 2529.606984615326)","(795.0, 2529.606984615326)","(759.0, 2529.606984615326)"
29.985153198242188,"(260.0, 2529.6449689865112)","(537.0, 2529.6449689865112)","(757.0, 2529.6449689865112)","(818.0, 2529.6449689865112)"
30.035720586776733,"(299.0, 2529.693554162979)","(578.0, 2529.693554162979)","(733.0, 2529.693554162979)","(788.0, 2529.693554162979)"
30.075722455978394,"(311.0, 2529.734546661377)","(610.0, 2529.734546661377)","(765.0, 2529.7355353832245)","(822.0, 2529.7355353832245)"
30.101724863052368,"(368.0, 2529.7605350017548)","(648.0, 2529.76154088974)","(723.0, 2529.76154088974)","(783.0, 2529.76154088974)"
30.12725853919983,"(271.0, 2529.785078525543)","(565.0, 2529.785078525543)","(717.0, 2529.7861201763153)","(770.0, 2529.7870922088623)"
30.161256790161133,"(356.0, 2529.8210985660553)","(640.0, 2529.8210985660553)","(711.0, 2529.8210985660553)","(779.0, 2529.8210985660553)"
30.18725872039795,"(322.0, 2529.8470735549927)","(597.0, 2529.8470735549927)","(719.0, 2529.8470735549927)","(779.0, 2529.8470735549927)"
30.212261199951172,"(346.0, 2529.8720767498016)","(628.0, 2529.8720767498016)","(795.0, 2529.8720767498016)","(789.0, 2529.8720767498016)"
30.24283456802368,"(281.0, 2529.90167427063)","(555.0, 2529.90167427063)","(707.0, 2529.90167427063)","(758.0, 2529.90167427063)"
30.277835369110107,"(303.0, 2529.936668395996)","(602.0, 2529.936668395996)","(754.0, 2529.936668395996)","(806.0, 2529.936668395996)"
30.30384111404419,"(340.0, 2529.963672876358)","(616.0, 2529.963672876358)","(763.0, 2529.963672876358)","(805.0, 2529.963672876358)"
30.35240340232849,"(341.0, 2530.01021528244)","(634.0, 2530.01021528244)","(802.0, 2530.0122175216675)","(783.0, 2530.0122175216675)"
30.385401248931885,"(282.0, 2530.0452165603638)","(559.0, 2530.0452165603638)","(738.0, 2530.0452165603638)","(789.0, 2530.0452165603638)"
30.40940546989441,"(326.0, 2530.0692217350006)","(613.0, 2530.0692217350006)","(777.0, 2530.070243835449)","(756.0, 2530.070243835449)"
30.437970876693726,"(306.0, 2530.0968084335327)","(589.0, 2530.0968084335327)","(751.0, 2530.0968084335327)","(826.0, 2530.0968084335327)"
30.470974683761597,"(294.0, 2530.1307876110077)","(589.0, 2530.1307876110077)","(761.0, 2530.1307876110077)","(815.0, 2530.1307876110077)"
30.496970415115356,"(371.0, 2530.156803369522)","(661.0, 2530.156803369522)","(755.0, 2530.156803369522)","(821.0, 2530.156803369522)"
30.521504163742065,"(317.0, 2530.1803390979767)","(616.0, 2530.1803390979767)","(775.0, 2530.182319164276)","(762.0, 2530.182319164276)"
30.55550527572632,"(352.0, 2530.2143437862396)","(632.0, 2530.2143437862396)","(791.0, 2530.2143437862396)","(786.0, 2530.2143437862396)"
30.580504417419434,"(324.0, 2530.2403378486633)","(607.0, 2530.2413382530212)","(732.0, 2530.2403378486633)","(793.0, 2530.2403378486633)"
30.622972011566162,"(302.0, 2530.2828171253204)","(602.0, 2530.2828171253204)","(758.0, 2530.2828171253204)","(833.0, 2530.2828171253204)"
30.66297483444214,"(306.0, 2530.319826602936)","(591.0, 2530.319826602936)","(771.0, 2530.3228182792664)","(763.0, 2530.3228182792664)"
30.688000917434692,"(321.0, 2530.347850561142)","(608.0, 2530.347850561142)","(771.0, 2530.3228182792664)","(763.0, 2530.3228182792664)"
30.71320915222168,"(331.0, 2530.372044324875)","(615.0, 2530.37304520607)","(794.0, 2530.37304520607)","(767.0, 2530.37304520607)"
30.74299669265747,"(304.0, 2530.4026696681976)","(582.0, 2530.4026696681976)","(756.0, 2530.4026696681976)","(820.0, 2530.4026696681976)"
30.776975393295288,"(278.0, 2530.4328153133392)","(569.0, 2530.4328153133392)","(727.0, 2530.4328153133392)","(799.0, 2530.4328153133392)"
30.80086636543274,"(364.0, 2530.4606771469116)","(645.0, 2530.4606771469116)","(724.0, 2530.4606771469116)","(767.0, 2530.4606771469116)"
30.84915852546692,"(338.0, 2530.508994102478)","(614.0, 2530.508994102478)","(781.0, 2530.508994102478)","(767.0, 2530.508994102478)"
30.885159492492676,"(285.0, 2530.5449883937836)","(573.0, 2530.5449883937836)","(799.0, 2530.5449883937836)","(793.0, 2530.5449883937836)"
30.909167289733887,"(308.0, 2530.5690021514893)","(580.0, 2530.5690021514893)","(729.0, 2530.5690021514893)","(775.0, 2530.5690021514893)"
30.934733867645264,"(285.0, 2530.594570875168)","(573.0, 2530.594570875168)","(727.0, 2530.594570875168)","(796.0, 2530.594570875168)"
30.965736627578735,"(333.0, 2530.625567674637)","(628.0, 2530.625567674637)","(797.0, 2530.625567674637)","(782.0, 2530.625567674637)"
30.99379324913025,"(364.0, 2530.652559041977)","(653.0, 2530.652559041977)","(746.0, 2530.652559041977)","(804.0, 2530.652559041977)"
31.01739525794983,"(322.0, 2530.677184820175)","(613.0, 2530.677184820175)","(782.0, 2530.677184820175)","(786.0, 2530.677184820175)"
31.04936671257019,"(324.0, 2530.7092139720917)","(604.0, 2530.7092139720917)","(762.0, 2530.7092139720917)","(810.0, 2530.7092139720917)"
31.09737992286682,"(360.0, 2530.7572152614594)","(633.0, 2530.7572152614594)","(786.0, 2530.75821352005)","(755.0, 2530.75821352005)"
31.135066270828247,"(293.0, 2530.7939031124115)","(581.0, 2530.7939031124115)","(737.0, 2530.7939031124115)","(792.0, 2530.794899702072)"
31.17305088043213,"(299.0, 2530.8288996219635)","(581.0, 2530.8288996219635)","(783.0, 2530.827889919281)","(771.0, 2530.8288996219635)"
31.21764373779297,"(273.0, 2530.877450942993)","(549.0, 2530.877450942993)","(711.0, 2530.877450942993)","(774.0, 2530.877450942993)"
31.257654190063477,"(316.0, 2530.9154863357544)","(601.0, 2530.9154863357544)","(756.0, 2530.91646027565)","(818.0, 2530.91646027565)"
31.28502893447876,"(377.0, 2530.9448461532593)","(667.0, 2530.9448461532593)","(758.0, 2530.945843219757)","(822.0, 2530.945843219757)"
31.30809736251831,"(361.0, 2530.967930793762)","(643.0, 2530.967930793762)","(727.0, 2530.967930793762)","(807.0, 2530.9689185619354)"
31.335673809051514,"(296.0, 2530.995505094528)","(574.0, 2530.995505094528)","(735.0, 2530.995505094528)","(797.0, 2530.995505094528)"
31.370802640914917,"(281.0, 2531.026516199112)","(552.0, 2531.026516199112)","(733.0, 2531.026516199112)","(788.0, 2531.026516199112)"
31.39880084991455,"(331.0, 2531.0566341876984)","(613.0, 2531.0566341876984)","(779.0, 2531.058634519577)","(767.0, 2531.058634519577)"
31.44731855392456,"(356.0, 2531.1061537265778)","(647.0, 2531.1061537265778)","(746.0, 2531.1071519851685)","(813.0, 2531.1071519851685)"
31.484325408935547,"(344.0, 2531.1441366672516)","(626.0, 2531.1441366672516)","(789.0, 2531.1441366672516)","(790.0, 2531.1441366672516)"
31.529969215393066,"(307.0, 2531.1897943019867)","(592.0, 2531.1897943019867)","(739.0, 2531.1897943019867)","(792.0, 2531.1897943019867)"
31.572089433670044,"(281.0, 2531.231926202774)","(559.0, 2531.231926202774)","(779.0, 2531.231926202774)","(744.0, 2531.231926202774)"
31.598090410232544,"(360.0, 2531.257905483246)","(643.0, 2531.257905483246)","(731.0, 2531.257905483246)","(806.0, 2531.258923768997)"
31.62659215927124,"(320.0, 2531.282422542572)","(598.0, 2531.282422542572)","(762.0, 2531.28542304039)","(812.0, 2531.28542304039)"
31.65959596633911,"(288.0, 2531.3184502124786)","(563.0, 2531.3184502124786)","(709.0, 2531.3184502124786)","(764.0, 2531.3184502124786)"
31.685607433319092,"(346.0, 2531.3454251289368)","(627.0, 2531.3454251289368)","(786.0, 2531.3454251289368)","(766.0, 2531.3454251289368)"
31.709611654281616,"(281.0, 2531.369425535202)","(549.0, 2531.369425535202)","(707.0, 2531.370442867279)","(748.0, 2531.370442867279)"
31.73965811729431,"(363.0, 2531.399509906769)","(657.0, 2531.399509906769)","(743.0, 2531.399509906769)","(829.0, 2531.399509906769)"
31.77167534828186,"(297.0, 2531.431508541107)","(571.0, 2531.431508541107)","(741.0, 2531.4305095672607)","(798.0, 2531.431508541107)"
31.79966139793396,"(364.0, 2531.459510087967)","(656.0, 2531.459510087967)","(735.0, 2531.459510087967)","(822.0, 2531.459510087967)"
31.85375475883484,"(307.0, 2531.5115716457367)","(590.0, 2531.512592315674)","(751.0, 2531.512592315674)","(812.0, 2531.512592315674)"
31.895461320877075,"(334.0, 2531.5502712726593)","(629.0, 2531.5512771606445)","(801.0, 2531.553282022476)","(793.0, 2531.5542783737183)"
31.940199613571167,"(372.0, 2531.5948343276978)","(664.0, 2531.5948343276978)","(742.0, 2531.5958383083344)","(812.0, 2531.5958383083344)"
31.99421191215515,"(329.0, 2531.6500577926636)","(613.0, 2531.65105676651)","(787.0, 2531.6520562171936)","(778.0, 2531.6520562171936)"
32.045753955841064,"(320.0, 2531.702577114105)","(592.0, 2531.702577114105)","(743.0, 2531.702577114105)","(815.0, 2531.702577114105)"
32.09976053237915,"(352.0, 2531.757576227188)","(633.0, 2531.757576227188)","(795.0, 2531.7585911750793)","(790.0, 2531.7585911750793)"
32.160290479660034,"(333.0, 2531.81413769722)","(627.0, 2531.81413769722)","(791.0, 2531.81413769722)","(774.0, 2531.815155982971)"
32.23491048812866,"(310.0, 2531.8877358436584)","(604.0, 2531.8877358436584)","(759.0, 2531.8887174129486)","(829.0, 2531.8887174129486)"
32.330435037612915,"(268.0, 2531.98525595665)","(547.0, 2531.98525595665)","(697.0, 2531.986255645752)","(747.0, 2531.986255645752)"
32.415440797805786,"(303.0, 2532.072274208069)","(603.0, 2532.0732736587524)","(759.0, 2532.0732736587524)","(831.0, 2532.0732736587524)"
32.46786642074585,"(267.0, 2532.1267001628876)","(545.0, 2532.1276998519897)","(724.0, 2532.1267001628876)","(788.0, 2532.1267001628876)"
32.50289583206177,"(318.0, 2532.1616854667664)","(614.0, 2532.1616854667664)","(790.0, 2532.1616854667664)","(778.0, 2532.1616854667664)"
32.54543852806091,"(280.0, 2532.2022564411163)","(557.0, 2532.2022564411163)","(723.0, 2532.2042541503906)","(780.0, 2532.2042541503906)"
32.58343744277954,"(354.0, 2532.2422709465027)","(629.0, 2532.2422709465027)","(791.0, 2532.2432713508606)","(770.0, 2532.2432713508606)"
32.61796522140503,"(305.0, 2532.27628159523)","(586.0, 2532.27628159523)","(735.0, 2532.2772765159607)","(813.0, 2532.2772765159607)"
32.67294907569885,"(325.0, 2532.329781770706)","(609.0, 2532.329781770706)","(759.0, 2532.331797838211)","(821.0, 2532.331797838211)"
32.70799136161804,"(309.0, 2532.3668098449707)","(599.0, 2532.3668098449707)","(773.0, 2532.3668098449707)","(776.0, 2532.3668098449707)"
32.74752998352051,"(289.0, 2532.406367301941)","(570.0, 2532.406367301941)","(730.0, 2532.406367301941)","(790.0, 2532.406367301941)"
32.793529987335205,"(336.0, 2532.4523465633392)","(608.0, 2532.4523465633392)","(757.0, 2532.4523465633392)","(815.0, 2532.4533638954163)"
32.82864499092102,"(347.0, 2532.4874782562256)","(630.0, 2532.4874782562256)","(803.0, 2532.4874782562256)","(785.0, 2532.4874782562256)"
32.88963055610657,"(326.0, 2532.5484607219696)","(618.0, 2532.5484607219696)","(779.0, 2532.5484607219696)","(757.0, 2532.549460411072)"
32.926942110061646,"(358.0, 2532.5847601890564)","(652.0, 2532.5847601890564)","(735.0, 2532.585769891739)","(788.0, 2532.585769891739)"
32.976940631866455,"(340.0, 2532.635775089264)","(625.0, 2532.635775089264)","(781.0, 2532.635775089264)","(772.0, 2532.635775089264)"
