t,DIR,BAT,EX1,EX2
0.037122488021850586,"(316.0, 2499.6899461746216)","(604.0, 2499.6899461746216)","(761.0, 2499.6899461746216)","(812.0, 2499.6899461746216)"
0.0830237865447998,"(323.0, 2499.7418599128723)","(608.0, 2499.7418599128723)","(763.0, 2499.7408418655396)","(817.0, 2499.7418599128723)"
0.1275768280029297,"(338.0, 2499.780406475067)","(621.0, 2499.780406475067)","(791.0, 2499.780406475067)","(796.0, 2499.780406475067)"
0.17460155487060547,"(281.0, 2499.83345079422)","(555.0, 2499.83345079422)","(709.0, 2499.83345079422)","(761.0, 2499.83345079422)"
0.2531716823577881,"(367.0, 2499.9100048542023)","(668.0, 2499.9100048542023)","(755.0, 2499.911992073059)","(818.0, 2499.911992073059)"
0.29578685760498047,"(393.0, 2499.9536213874817)","(601.0, 2499.9536213874817)","(757.0, 2499.9546036720276)","(828.0, 2499.9546036720276)"
0.3527865409851074,"(393.0, 2500.008619070053)","(608.0, 2500.009617328644)","(767.0, 2500.0116028785706)","(841.0, 2500.0116028785706)"
0.3953282833099365,"(361.0, 2500.054161787033)","(641.0, 2500.054161787033)","(717.0, 2500.054161787033)","(783.0, 2500.054161787033)"
0.4443318843841553,"(275.0, 2500.1001465320587)","(554.0, 2500.1001465320587)","(699.0, 2500.1001465320587)","(745.0, 2500.1011476516724)"
0.48534202575683594,"(270.0, 2500.143171310425)","(556.0, 2500.143171310425)","(755.0, 2500.142150402069)","(794.0, 2500.143171310425)"
0.5289132595062256,"(318.0, 2500.1827273368835)","(613.0, 2500.1827273368835)","(777.0, 2500.1827273368835)","(754.0, 2500.1827273368835)"
0.584012508392334,"(281.0, 2500.2428357601166)","(556.0, 2500.2428357601166)","(756.0, 2500.2428357601166)","(806.0, 2500.2428357601166)"
0.6490378379821777,"(281.0, 2500.3028588294983)","(552.0, 2500.3028588294983)","(687.0, 2500.3028588294983)","(748.0, 2500.3028588294983)"
0.6936020851135254,"(335.0, 2500.351436853409)","(634.0, 2500.352436542511)","(797.0, 2500.352436542511)","(791.0, 2500.352436542511)"
0.7416260242462158,"(301.0, 2500.39643740654)","(591.0, 2500.39643740654)","(756.0, 2500.39643740654)","(808.0, 2500.3974282741547)"
0.7816064357757568,"(302.0, 2500.4404277801514)","(593.0, 2500.4414398670197)","(748.0, 2500.4404277801514)","(802.0, 2500.4404277801514)"
0.838127613067627,"(281.0, 2500.489972114563)","(553.0, 2500.489972114563)","(701.0, 2500.492956638336)","(760.0, 2500.492956638336)"
0.8801288604736328,"(303.0, 2500.538962364197)","(597.0, 2500.539959669113)","(730.0, 2500.538962364197)","(785.0, 2500.538962364197)"
0.9226677417755127,"(289.0, 2500.575475215912)","(568.0, 2500.575475215912)","(711.0, 2500.5775039196014)","(780.0, 2500.578497648239)"
0.9796512126922607,"(280.0, 2500.637496948242)","(551.0, 2500.637496948242)","(791.0, 2500.636500120163)","(776.0, 2500.637496948242)"
1.0541963577270508,"(354.0, 2500.71204328537)","(637.0, 2500.71204328537)","(807.0, 2500.71204328537)","(804.0, 2500.713030099869)"
1.101830244064331,"(318.0, 2500.760665655136)","(603.0, 2500.760665655136)","(758.0, 2500.760665655136)","(820.0, 2500.760665655136)"
1.1628303527832031,"(324.0, 2500.821666240692)","(613.0, 2500.821666240692)","(786.0, 2500.821666240692)","(764.0, 2500.821666240692)"
1.2125706672668457,"(345.0, 2500.870406150818)","(625.0, 2500.870406150818)","(786.0, 2500.870406150818)","(764.0, 2500.870406150818)"
1.3011422157287598,"(360.0, 2500.9589734077454)","(638.0, 2500.9589734077454)","(811.0, 2500.9589734077454)","(794.0, 2500.9589734077454)"
1.3621292114257812,"(304.0, 2501.018958091736)","(582.0, 2501.018958091736)","(750.0, 2501.018958091736)","(826.0, 2501.018958091736)"
1.4137318134307861,"(302.0, 2501.070562839508)","(601.0, 2501.070562839508)","(754.0, 2501.072590112686)","(814.0, 2501.072590112686)"
1.477707862854004,"(305.0, 2501.13454079628)","(586.0, 2501.13454079628)","(820.0, 2501.13454079628)","(801.0, 2501.13454079628)"
1.549267053604126,"(317.0, 2501.204102039337)","(600.0, 2501.204102039337)","(748.0, 2501.204102039337)","(799.0, 2501.204102039337)"
1.6113946437835693,"(303.0, 2501.269238948822)","(603.0, 2501.269238948822)","(762.0, 2501.27023935318)","(823.0, 2501.27023935318)"
1.677436113357544,"(290.0, 2501.3342683315277)","(567.0, 2501.3342683315277)","(733.0, 2501.333240509033)","(792.0, 2501.333240509033)"
1.715998888015747,"(298.0, 2501.3748354911804)","(579.0, 2501.3748354911804)","(730.0, 2501.375832796097)","(784.0, 2501.375832796097)"
1.767000436782837,"(289.0, 2501.4258151054382)","(561.0, 2501.4258151054382)","(779.0, 2501.4258151054382)","(767.0, 2501.4258151054382)"
1.8015289306640625,"(341.0, 2501.460362672806)","(630.0, 2501.460362672806)","(802.0, 2501.460362672806)","(787.0, 2501.460362672806)"
1.8545076847076416,"(332.0, 2501.511376619339)","(623.0, 2501.511376619339)","(798.0, 2501.5123887062073)","(794.0, 2501.5123887062073)"
1.8941600322723389,"(340.0, 2501.549993991852)","(624.0, 2501.549993991852)","(778.0, 2501.552976846695)","(767.0, 2501.552976846695)"
1.9371604919433594,"(332.0, 2501.593994140625)","(617.0, 2501.593994140625)","(772.0, 2501.594993829727)","(763.0, 2501.594993829727)"
1.9791560173034668,"(348.0, 2501.6359894275665)","(637.0, 2501.6370306015015)","(813.0, 2501.637985229492)","(812.0, 2501.637985229492)"
2.018702268600464,"(290.0, 2501.676499605179)","(568.0, 2501.676499605179)","(719.0, 2501.676499605179)","(780.0, 2501.676499605179)"
2.0796892642974854,"(385.0, 2501.7365231513977)","(589.0, 2501.7365231513977)","(754.0, 2501.7375230789185)","(812.0, 2501.7375230789185)"
2.1260578632354736,"(288.0, 2501.783886194229)","(563.0, 2501.783886194229)","(713.0, 2501.783886194229)","(755.0, 2501.78488445282)"
2.201381206512451,"(363.0, 2501.8582150936127)","(653.0, 2501.8582150936127)","(748.0, 2501.8582150936127)","(824.0, 2501.859214782715)"
2.2807047367095947,"(377.0, 2501.938536643982)","(661.0, 2501.938536643982)","(751.0, 2501.939535140991)","(825.0, 2501.939535140991)"
2.3202364444732666,"(315.0, 2501.97704911232)","(597.0, 2501.97704911232)","(755.0, 2501.97704911232)","(807.0, 2501.9780642986298)"
2.374236583709717,"(385.0, 2502.0310649871826)","(590.0, 2502.0310649871826)","(759.0, 2502.0340478420258)","(831.0, 2502.0340478420258)"
2.4109389781951904,"(327.0, 2502.0697712898254)","(627.0, 2502.0697712898254)","(787.0, 2502.0697712898254)","(767.0, 2502.0697712898254)"
2.483966827392578,"(384.0, 2502.1408133506775)","(592.0, 2502.1408133506775)","(749.0, 2502.1408133506775)","(831.0, 2502.141813516617)"
2.5286142826080322,"(324.0, 2502.1814403533936)","(609.0, 2502.1814403533936)","(759.0, 2502.1824312210083)","(825.0, 2502.1824312210083)"
2.5866076946258545,"(329.0, 2502.2434372901917)","(607.0, 2502.2434372901917)","(781.0, 2502.2454404830933)","(779.0, 2502.2454404830933)"
2.624178647994995,"(320.0, 2502.2809948921204)","(599.0, 2502.2809948921204)","(766.0, 2502.2809948921204)","(830.0, 2502.2809948921204)"
2.67248272895813,"(329.0, 2502.3323135375977)","(608.0, 2502.3323135375977)","(761.0, 2502.3323135375977)","(816.0, 2502.3323135375977)"
2.7006125450134277,"(286.0, 2502.360446691513)","(576.0, 2502.360446691513)","(727.0, 2502.360446691513)","(786.0, 2502.360446691513)"
2.7336082458496094,"(355.0, 2502.3914518356323)","(637.0, 2502.3924584388733)","(803.0, 2502.3924584388733)","(778.0, 2502.3924584388733)"
2.7656028270721436,"(279.0, 2502.4254279136658)","(566.0, 2502.4254279136658)","(727.0, 2502.4254279136658)","(787.0, 2502.4254279136658)"
2.8081777095794678,"(330.0, 2502.4680099487305)","(619.0, 2502.4680099487305)","(780.0, 2502.4680099487305)","(772.0, 2502.4680099487305)"
2.842175006866455,"(329.0, 2502.5020055770874)","(610.0, 2502.5020055770874)","(767.0, 2502.5020055770874)","(824.0, 2502.5020055770874)"
2.8711750507354736,"(344.0, 2502.5309975147247)","(622.0, 2502.5309975147247)","(793.0, 2502.5309975147247)","(776.0, 2502.5309975147247)"
2.897697687149048,"(298.0, 2502.5545349121094)","(581.0, 2502.5545349121094)","(750.0, 2502.55654668808)","(818.0, 2502.557528734207)"
2.926701068878174,"(357.0, 2502.582526922226)","(650.0, 2502.582526922226)","(731.0, 2502.5855293273926)","(794.0, 2502.5855293273926)"
2.963712215423584,"(292.0, 2502.6235518455505)","(576.0, 2502.6235518455505)","(739.0, 2502.6235518455505)","(796.0, 2502.6235518455505)"
2.989309549331665,"(365.0, 2502.648552417755)","(657.0, 2502.6495723724365)","(737.0, 2502.6495723724365)","(795.0, 2502.6495723724365)"
3.0143117904663086,"(296.0, 2502.674126148224)","(572.0, 2502.674126148224)","(734.0, 2502.674126148224)","(805.0, 2502.674126148224)"
3.053312301635742,"(277.0, 2502.709141969681)","(561.0, 2502.709141969681)","(791.0, 2502.7081427574158)","(781.0, 2502.7081427574158)"
3.0803165435791016,"(336.0, 2502.7401316165924)","(608.0, 2502.7401316165924)","(759.0, 2502.7401316165924)","(826.0, 2502.7401316165924)"
3.1038613319396973,"(314.0, 2502.7637088298798)","(596.0, 2502.7637088298798)","(758.0, 2502.7637088298798)","(835.0, 2502.7637088298798)"
3.161862850189209,"(320.0, 2502.821691274643)","(596.0, 2502.821691274643)","(714.0, 2502.821691274643)","(775.0, 2502.821691274643)"
3.201117753982544,"(294.0, 2502.8599503040314)","(592.0, 2502.8599503040314)","(753.0, 2502.860950231552)","(812.0, 2502.860950231552)"
3.2541301250457764,"(276.0, 2502.9129569530487)","(557.0, 2502.9129569530487)","(735.0, 2502.9129569530487)","(806.0, 2502.9129569530487)"
3.30769419670105,"(316.0, 2502.964536190033)","(599.0, 2502.964536190033)","(773.0, 2502.967537879944)","(772.0, 2502.967537879944)"
3.3427071571350098,"(307.0, 2503.001523256302)","(588.0, 2503.001523256302)","(750.0, 2503.001523256302)","(810.0, 2503.001523256302)"
3.3727035522460938,"(370.0, 2503.031536579132)","(653.0, 2503.031536579132)","(743.0, 2503.0325195789337)","(814.0, 2503.0325195789337)"
3.402291774749756,"(289.0, 2503.061108112335)","(568.0, 2503.062109708786)","(721.0, 2503.062109708786)","(778.0, 2503.062109708786)"
3.430295944213867,"(353.0, 2503.088117837906)","(631.0, 2503.088117837906)","(807.0, 2503.0891377925873)","(802.0, 2503.0891377925873)"
3.464294672012329,"(333.0, 2503.1231083869934)","(624.0, 2503.1231083869934)","(783.0, 2503.1231083869934)","(774.0, 2503.1231083869934)"
3.4915945529937744,"(325.0, 2503.150152206421)","(617.0, 2503.150152206421)","(778.0, 2503.151423931122)","(756.0, 2503.151423931122)"
3.5145950317382812,"(278.0, 2503.1744265556335)","(572.0, 2503.1744265556335)","(730.0, 2503.1744265556335)","(781.0, 2503.1744265556335)"
3.5486106872558594,"(289.0, 2503.2064447402954)","(565.0, 2503.2064447402954)","(717.0, 2503.2064447402954)","(783.0, 2503.2064447402954)"
3.57763671875,"(323.0, 2503.2364540100098)","(597.0, 2503.2364540100098)","(757.0, 2503.2364540100098)","(816.0, 2503.2364540100098)"
3.620187759399414,"(339.0, 2503.280023574829)","(627.0, 2503.280023574829)","(794.0, 2503.280023574829)","(774.0, 2503.280023574829)"
3.6561877727508545,"(292.0, 2503.3160212039948)","(567.0, 2503.3160212039948)","(721.0, 2503.3160212039948)","(770.0, 2503.3160212039948)"
3.7037441730499268,"(325.0, 2503.3605773448944)","(611.0, 2503.3605773448944)","(770.0, 2503.3635597229004)","(742.0, 2503.3635597229004)"
3.7347476482391357,"(300.0, 2503.393579483032)","(589.0, 2503.393579483032)","(751.0, 2503.393579483032)","(819.0, 2503.393579483032)"
3.7667388916015625,"(350.0, 2503.4255850315094)","(648.0, 2503.4255850315094)","(727.0, 2503.4255850315094)","(806.0, 2503.4255850315094)"
3.812182664871216,"(276.0, 2503.472019433975)","(560.0, 2503.472019433975)","(706.0, 2503.472019433975)","(752.0, 2503.472019433975)"
3.87919020652771,"(400.0, 2503.539021730423)","(613.0, 2503.539021730423)","(790.0, 2503.539021730423)","(785.0, 2503.539021730423)"
3.943727731704712,"(271.0, 2503.599563598633)","(557.0, 2503.599563598633)","(710.0, 2503.599563598633)","(771.0, 2503.599563598633)"
3.995889186859131,"(320.0, 2503.655706167221)","(595.0, 2503.655706167221)","(751.0, 2503.655706167221)","(820.0, 2503.655706167221)"
4.03887677192688,"(304.0, 2503.6977121829987)","(582.0, 2503.6977121829987)","(743.0, 2503.6977121829987)","(804.0, 2503.6977121829987)"
4.086917161941528,"(302.0, 2503.746752023697)","(594.0, 2503.746752023697)","(751.0, 2503.746752023697)","(810.0, 2503.747734069824)"
4.113491535186768,"(399.0, 2503.7733063697815)","(632.0, 2503.7733063697815)","(797.0, 2503.7733063697815)","(793.0, 2503.7733063697815)"
4.143483877182007,"(320.0, 2503.802307367325)","(593.0, 2503.802307367325)","(744.0, 2503.802307367325)","(783.0, 2503.802307367325)"
4.172491550445557,"(393.0, 2503.832307100296)","(602.0, 2503.832307100296)","(759.0, 2503.832307100296)","(836.0, 2503.832307100296)"
4.21601128578186,"(384.0, 2503.8758606910706)","(589.0, 2503.8758606910706)","(754.0, 2503.8758606910706)","(814.0, 2503.8758606910706)"
4.256025314331055,"(333.0, 2503.9148664474487)","(623.0, 2503.915861606598)","(799.0, 2503.915861606598)","(802.0, 2503.915861606598)"
4.300087928771973,"(326.0, 2503.959936141968)","(611.0, 2503.959936141968)","(765.0, 2503.959936141968)","(824.0, 2503.959936141968)"
4.34008526802063,"(268.0, 2503.9979209899902)","(545.0, 2503.998921394348)","(761.0, 2503.9979209899902)","(806.0, 2503.9979209899902)"
4.36909031867981,"(326.0, 2504.027918577194)","(617.0, 2504.027918577194)","(773.0, 2504.027918577194)","(767.0, 2504.027918577194)"
4.396653652191162,"(277.0, 2504.054475545883)","(565.0, 2504.054475545883)","(722.0, 2504.0564897060394)","(764.0, 2504.0564897060394)"
4.419654607772827,"(379.0, 2504.079487800598)","(670.0, 2504.079487800598)","(767.0, 2504.079487800598)","(840.0, 2504.079487800598)"
4.453654527664185,"(350.0, 2504.112476825714)","(652.0, 2504.112476825714)","(743.0, 2504.112476825714)","(826.0, 2504.1135058403015)"
4.497187376022339,"(305.0, 2504.1570212841034)","(578.0, 2504.1570212841034)","(729.0, 2504.1570212841034)","(773.0, 2504.1570212841034)"
4.540188789367676,"(291.0, 2504.1990220546722)","(571.0, 2504.1990220546722)","(699.0, 2504.1990220546722)","(743.0, 2504.1990220546722)"
4.5892157554626465,"(328.0, 2504.2490508556366)","(612.0, 2504.2490508556366)","(773.0, 2504.2490508556366)","(766.0, 2504.2490508556366)"
4.614726305007935,"(397.0, 2504.2745399475098)","(622.0, 2504.2745399475098)","(804.0, 2504.2745399475098)","(788.0, 2504.275557041168)"
4.6457273960113525,"(301.0, 2504.3055412769318)","(589.0, 2504.3055412769318)","(734.0, 2504.304567337036)","(790.0, 2504.3055412769318)"
4.675733804702759,"(352.0, 2504.3355424404144)","(637.0, 2504.3355424404144)","(818.0, 2504.3355424404144)","(807.0, 2504.3355424404144)"
4.700239896774292,"(328.0, 2504.3600924015045)","(600.0, 2504.3600924015045)","(749.0, 2504.3600924015045)","(816.0, 2504.3600924015045)"
4.752903938293457,"(367.0, 2504.407717704773)","(667.0, 2504.407717704773)","(750.0, 2504.4097139835358)","(813.0, 2504.4097139835358)"
4.784902811050415,"(308.0, 2504.44371843338)","(589.0, 2504.44371843338)","(753.0, 2504.444736480713)","(808.0, 2504.444736480713)"
4.8304619789123535,"(292.0, 2504.4892938137054)","(577.0, 2504.4892938137054)","(735.0, 2504.4892938137054)","(802.0, 2504.4892938137054)"
4.872058153152466,"(339.0, 2504.5308673381805)","(617.0, 2504.5308673381805)","(767.0, 2504.5308673381805)","(837.0, 2504.5308673381805)"
4.915558099746704,"(368.0, 2504.575387954712)","(650.0, 2504.575387954712)","(731.0, 2504.575387954712)","(796.0, 2504.575387954712)"
4.9635725021362305,"(374.0, 2504.620402574539)","(675.0, 2504.620402574539)","(766.0, 2504.621402025223)","(824.0, 2504.6224036216736)"
4.991079807281494,"(300.0, 2504.64940905571)","(581.0, 2504.64940905571)","(743.0, 2504.650388479233)","(815.0, 2504.650388479233)"
5.015093803405762,"(359.0, 2504.674909591675)","(655.0, 2504.674909591675)","(750.0, 2504.674909591675)","(817.0, 2504.674909591675)"
5.0490946769714355,"(353.0, 2504.704926967621)","(634.0, 2504.704926967621)","(799.0, 2504.7069256305695)","(789.0, 2504.7069256305695)"
5.079101085662842,"(294.0, 2504.7389163970947)","(590.0, 2504.7389163970947)","(753.0, 2504.7389163970947)","(811.0, 2504.7389163970947)"
5.120638370513916,"(308.0, 2504.780472755432)","(599.0, 2504.780472755432)","(771.0, 2504.780472755432)","(766.0, 2504.780472755432)"
5.156636953353882,"(329.0, 2504.8154587745667)","(609.0, 2504.8164823055267)","(767.0, 2504.8164823055267)","(824.0, 2504.8164823055267)"
5.20269250869751,"(343.0, 2504.8615102767944)","(636.0, 2504.8615102767944)","(799.0, 2504.8625378608704)","(790.0, 2504.8625378608704)"
5.237693548202515,"(336.0, 2504.8965451717377)","(621.0, 2504.8965451717377)","(762.0, 2504.8965451717377)","(823.0, 2504.8965451717377)"
5.266679763793945,"(347.0, 2504.9265282154083)","(632.0, 2504.9265282154083)","(794.0, 2504.9265282154083)","(772.0, 2504.9265282154083)"
5.311246156692505,"(328.0, 2504.9700903892517)","(600.0, 2504.9700903892517)","(749.0, 2504.9710788726807)","(805.0, 2504.9710788726807)"
5.3582539558410645,"(349.0, 2505.0170793533325)","(637.0, 2505.0170793533325)","(805.0, 2505.0180864334106)","(794.0, 2505.0180864334106)"
5.383235454559326,"(294.0, 2505.043064594269)","(591.0, 2505.043064594269)","(770.0, 2505.043064594269)","(758.0, 2505.043064594269)"
5.406824350357056,"(340.0, 2505.066639661789)","(622.0, 2505.066639661789)","(791.0, 2505.066639661789)","(780.0, 2505.066639661789)"
5.437824964523315,"(291.0, 2505.0976412296295)","(574.0, 2505.0976412296295)","(735.0, 2505.0976412296295)","(805.0, 2505.0976412296295)"
5.486815452575684,"(320.0, 2505.1466479301453)","(603.0, 2505.1466479301453)","(762.0, 2505.1466479301453)","(824.0, 2505.1466479301453)"
5.514371156692505,"(296.0, 2505.173219203949)","(576.0, 2505.173219203949)","(723.0, 2505.173219203949)","(785.0, 2505.174218893051)"
5.5453877449035645,"(321.0, 2505.2032198905945)","(592.0, 2505.204220056534)","(737.0, 2505.204220056534)","(784.0, 2505.204220056534)"
5.576375961303711,"(281.0, 2505.2352051734924)","(559.0, 2505.2352051734924)","(731.0, 2505.2352051734924)","(787.0, 2505.2352051734924)"
5.603008985519409,"(321.0, 2505.262845993042)","(598.0, 2505.262845993042)","(771.0, 2505.262845993042)","(748.0, 2505.262845993042)"
5.63299560546875,"(316.0, 2505.2908420562744)","(604.0, 2505.2908420562744)","(779.0, 2505.2908420562744)","(753.0, 2505.2908420562744)"
5.6720123291015625,"(320.0, 2505.3308544158936)","(597.0, 2505.3308544158936)","(763.0, 2505.3308544158936)","(825.0, 2505.3308544158936)"
5.70742392539978,"(379.0, 2505.366256713867)","(672.0, 2505.366256713867)","(755.0, 2505.366256713867)","(826.0, 2505.366256713867)"
5.7604429721832275,"(339.0, 2505.41925573349)","(624.0, 2505.41925573349)","(781.0, 2505.41925573349)","(779.0, 2505.41925573349)"
5.8120033740997314,"(318.0, 2505.4708223342896)","(616.0, 2505.4718396663666)","(769.0, 2505.4718396663666)","(755.0, 2505.4718396663666)"
5.8592822551727295,"(334.0, 2505.5161316394806)","(633.0, 2505.5171132087708)","(802.0, 2505.5171132087708)","(787.0, 2505.5171132087708)"
5.902814865112305,"(347.0, 2505.560661792755)","(635.0, 2505.561647415161)","(802.0, 2505.561647415161)","(790.0, 2505.561647415161)"
5.955830812454224,"(344.0, 2505.6136634349823)","(621.0, 2505.6136634349823)","(791.0, 2505.61466217041)","(796.0, 2505.61466217041)"
5.997333526611328,"(374.0, 2505.6561834812164)","(669.0, 2505.6561834812164)","(759.0, 2505.6561834812164)","(826.0, 2505.6561834812164)"
6.043698072433472,"(384.0, 2505.7025167942047)","(589.0, 2505.7025167942047)","(753.0, 2505.7025167942047)","(811.0, 2505.7025167942047)"
6.085182428359985,"(280.0, 2505.743532180786)","(553.0, 2505.743532180786)","(695.0, 2505.743532180786)","(752.0, 2505.743532180786)"
6.122741937637329,"(287.0, 2505.778558731079)","(571.0, 2505.7795741558075)","(773.0, 2505.778558731079)","(758.0, 2505.778558731079)"
6.172736883163452,"(312.0, 2505.8315737247467)","(591.0, 2505.8315737247467)","(757.0, 2505.8315737247467)","(815.0, 2505.8315737247467)"
6.209178686141968,"(292.0, 2505.8689954280853)","(576.0, 2505.8689954280853)","(717.0, 2505.8689954280853)","(772.0, 2505.8689954280853)"
6.274168252944946,"(335.0, 2505.930995464325)","(630.0, 2505.9319956302643)","(803.0, 2505.9319956302643)","(767.0, 2505.9319956302643)"
6.314693212509155,"(299.0, 2505.972536802292)","(583.0, 2505.97353720665)","(746.0, 2505.97353720665)","(790.0, 2505.97353720665)"
6.385718584060669,"(303.0, 2506.042551279068)","(593.0, 2506.042551279068)","(748.0, 2506.042551279068)","(798.0, 2506.042551279068)"
6.467247009277344,"(292.0, 2506.123093366623)","(573.0, 2506.123093366623)","(735.0, 2506.123093366623)","(793.0, 2506.124093055725)"
6.520855188369751,"(274.0, 2506.1786761283875)","(542.0, 2506.1796746253967)","(715.0, 2506.1786761283875)","(759.0, 2506.1786761283875)"
6.570854187011719,"(333.0, 2506.229689359665)","(623.0, 2506.229689359665)","(799.0, 2506.229689359665)","(778.0, 2506.229689359665)"
6.608391523361206,"(274.0, 2506.266232252121)","(551.0, 2506.267230272293)","(719.0, 2506.267230272293)","(778.0, 2506.267230272293)"
6.679428577423096,"(306.0, 2506.33522939682)","(587.0, 2506.336229801178)","(735.0, 2506.336229801178)","(804.0, 2506.336229801178)"
6.718164682388306,"(275.0, 2506.3760075569153)","(553.0, 2506.3769977092743)","(711.0, 2506.3760075569153)","(775.0, 2506.3760075569153)"
6.765684366226196,"(280.0, 2506.4245190620422)","(555.0, 2506.4245190620422)","(700.0, 2506.4245190620422)","(756.0, 2506.4255180358887)"
6.810781478881836,"(305.0, 2506.469614505768)","(588.0, 2506.469614505768)","(747.0, 2506.469614505768)","(804.0, 2506.469614505768)"
6.889305114746094,"(371.0, 2506.5431394577026)","(659.0, 2506.5431394577026)","(743.0, 2506.546127796173)","(800.0, 2506.546127796173)"
6.945839166641235,"(321.0, 2506.6016566753387)","(591.0, 2506.6016566753387)","(756.0, 2506.602658033371)","(811.0, 2506.602658033371)"
6.9944140911102295,"(358.0, 2506.6526861190796)","(655.0, 2506.6526861190796)","(751.0, 2506.6526861190796)","(825.0, 2506.6526861190796)"
7.044406175613403,"(378.0, 2506.7012317180634)","(663.0, 2506.7012317180634)","(761.0, 2506.7012317180634)","(822.0, 2506.7012317180634)"
7.094326972961426,"(342.0, 2506.7516000270844)","(634.0, 2506.7516000270844)","(793.0, 2506.7516000270844)","(771.0, 2506.7525939941406)"
7.1423118114471436,"(333.0, 2506.7991437911987)","(625.0, 2506.8001596927643)","(787.0, 2506.8001596927643)","(761.0, 2506.8001596927643)"
7.183355808258057,"(320.0, 2506.8401901721954)","(595.0, 2506.8401901721954)","(755.0, 2506.843188762665)","(798.0, 2506.843188762665)"
7.220873832702637,"(322.0, 2506.8796906471252)","(608.0, 2506.8796906471252)","(761.0, 2506.8786857128143)","(821.0, 2506.8796906471252)"
7.271867275238037,"(328.0, 2506.9307024478912)","(612.0, 2506.9307024478912)","(772.0, 2506.9307024478912)","(774.0, 2506.9307024478912)"
7.306948661804199,"(289.0, 2506.965785741806)","(565.0, 2506.965785741806)","(727.0, 2506.965785741806)","(801.0, 2506.965785741806)"
7.382962942123413,"(360.0, 2507.0387799739838)","(639.0, 2507.0387799739838)","(815.0, 2507.0407938957214)","(810.0, 2507.0407938957214)"
7.440552711486816,"(325.0, 2507.0953760147095)","(617.0, 2507.0953760147095)","(778.0, 2507.097374200821)","(754.0, 2507.097374200821)"
7.4950926303863525,"(283.0, 2507.1538937091827)","(566.0, 2507.1538937091827)","(738.0, 2507.1538937091827)","(792.0, 2507.1538937091827)"
7.539078950881958,"(343.0, 2507.1969151496887)","(636.0, 2507.1969151496887)","(801.0, 2507.1969151496887)","(781.0, 2507.1969151496887)"
7.596667766571045,"(327.0, 2507.2555017471313)","(625.0, 2507.2555017471313)","(786.0, 2507.2555017471313)","(760.0, 2507.2555017471313)"
7.641676187515259,"(322.0, 2507.2985026836395)","(597.0, 2507.2985026836395)","(759.0, 2507.2985026836395)","(826.0, 2507.2985026836395)"
7.681676387786865,"(347.0, 2507.340517759323)","(630.0, 2507.340517759323)","(803.0, 2507.3415126800537)","(790.0, 2507.3415126800537)"
7.717218399047852,"(312.0, 2507.3760697841644)","(586.0, 2507.3760697841644)","(754.0, 2507.3760697841644)","(804.0, 2507.3760697841644)"
7.765233278274536,"(277.0, 2507.424067258835)","(559.0, 2507.424067258835)","(724.0, 2507.424067258835)","(776.0, 2507.424067258835)"
7.80029559135437,"(290.0, 2507.459146976471)","(564.0, 2507.459146976471)","(716.0, 2507.459146976471)","(772.0, 2507.459146976471)"
7.855739593505859,"(274.0, 2507.5125596523285)","(547.0, 2507.5125596523285)","(699.0, 2507.513549566269)","(746.0, 2507.513549566269)"
7.899127960205078,"(294.0, 2507.557959318161)","(587.0, 2507.557959318161)","(735.0, 2507.5589561462402)","(798.0, 2507.5589561462402)"
7.941115856170654,"(323.0, 2507.598940849304)","(605.0, 2507.598940849304)","(771.0, 2507.598940849304)","(764.0, 2507.598940849304)"
7.991126775741577,"(311.0, 2507.645944595337)","(602.0, 2507.645944595337)","(755.0, 2507.6489448547363)","(811.0, 2507.6489448547363)"
8.064685583114624,"(283.0, 2507.719530105591)","(557.0, 2507.720508813858)","(715.0, 2507.720508813858)","(760.0, 2507.720508813858)"
8.132222890853882,"(351.0, 2507.7860538959503)","(648.0, 2507.7860538959503)","(722.0, 2507.7860538959503)","(776.0, 2507.7870469093323)"
8.179240703582764,"(350.0, 2507.8380484580994)","(649.0, 2507.8380484580994)","(730.0, 2507.8380484580994)","(798.0, 2507.8380484580994)"
8.216786623001099,"(367.0, 2507.874586582184)","(667.0, 2507.8756091594696)","(751.0, 2507.8756091594696)","(822.0, 2507.8756091594696)"
8.265787363052368,"(282.0, 2507.924616575241)","(554.0, 2507.924616575241)","(692.0, 2507.924616575241)","(740.0, 2507.924616575241)"
8.309840440750122,"(277.0, 2507.966684818268)","(557.0, 2507.966684818268)","(717.0, 2507.965691804886)","(767.0, 2507.966684818268)"
8.396430492401123,"(288.0, 2508.052695274353)","(554.0, 2508.052695274353)","(697.0, 2508.053682565689)","(742.0, 2508.053682565689)"
8.446438789367676,"(296.0, 2508.102275133133)","(573.0, 2508.102275133133)","(727.0, 2508.102275133133)","(790.0, 2508.102275133133)"
8.490435600280762,"(294.0, 2508.1492688655853)","(585.0, 2508.1492688655853)","(742.0, 2508.1492688655853)","(802.0, 2508.1492688655853)"
8.535963773727417,"(330.0, 2508.191794395447)","(611.0, 2508.191794395447)","(767.0, 2508.191794395447)","(840.0, 2508.191794395447)"
8.582984924316406,"(320.0, 2508.240802049637)","(596.0, 2508.240802049637)","(758.0, 2508.2428019046783)","(807.0, 2508.2428019046783)"
8.624788045883179,"(320.0, 2508.2805802822113)","(593.0, 2508.2805802822113)","(745.0, 2508.2805802822113)","(802.0, 2508.2805802822113)"
